id,product_uid,missing_query_terms,query_root_in_desc,query_compound_in_desc,query_other_in_desc,total_query_root,total_query_compound,total_query_other,query_root_also_root_in_desc
151627,156993,[],1,1,0,1,1,0,0
151634,156997,['80/7'],0,0,0,1,0,0,0
151637,157000,[],1,0,1,1,0,1,0
151641,157004,[],1,1,0,1,1,0,0
151644,157005,[],1,1,1,1,1,1,0
151646,157005,['e12'],1,0,0,1,1,0,0
151647,157006,[],1,1,0,1,1,0,0
151650,157008,"['196103', 'v', 'belt']",0,0,0,1,0,2,0
151657,157011,"['two', 'way', 'coupler']",1,1,1,1,2,3,0
151658,157011,"['one', 'way']",1,1,0,1,2,1,0
151659,157012,['planks'],0,1,1,1,1,1,0
151661,157013,[],1,0,1,1,0,1,0
151662,157014,['fence'],1,0,0,1,1,0,0
151663,157014,['lock'],0,1,0,1,1,0,0
151666,157016,"[""8'"", 'multi', 'twist', 'christmas', 'garland']",0,0,0,1,2,2,0
151667,157017,[],1,0,0,1,0,0,0
151669,157019,['fun'],0,0,0,1,0,0,0
151676,157025,"['phifer', 'suntex']",0,0,0,1,1,0,0
151678,157027,[],1,2,0,1,2,0,0
151680,157029,[],1,0,0,1,0,0,0
151684,157030,['exterior'],1,1,0,1,1,1,0
151687,157032,"['clay', 'sewer']",0,1,0,1,2,2,0
151689,157032,['monaco'],1,1,0,1,2,0,0
151691,157034,['airstone'],0,0,0,1,0,0,0
151692,157035,"['5', 'gal']",1,0,0,1,1,1,0
151693,157035,['beverages'],1,1,0,1,1,1,0
151695,157036,"['electric', 'media', 'console.']",0,1,0,1,1,2,0
151699,157037,"['1/2', 'in', 'ree']",0,0,1,1,1,2,0
151701,157038,['stucco'],1,1,0,1,2,0,0
151705,157040,"[""500'""]",1,0,0,1,0,1,0
151706,157040,"['wire', 'black', '500ft']",0,0,1,1,0,3,0
151708,157041,['graco'],0,0,0,1,0,0,0
151709,157042,['black'],0,0,1,1,0,1,0
151710,157043,['amt'],0,1,0,1,1,0,0
151711,157043,"['windows', 'with']",0,1,1,1,1,2,0
151714,157045,"['chrome', 'bathroom']",0,1,2,1,2,3,0
151715,157045,[],1,0,0,1,0,0,0
151717,157046,['pitchforks'],0,0,0,1,0,0,0
151718,157047,[],1,2,0,1,2,0,1
151729,157052,[],1,0,0,1,0,0,0
151730,157053,['16'],0,0,2,1,0,2,0
151732,157054,['orange'],1,0,0,1,1,0,0
151733,157055,"['brown', 'mahogany', 'stain']",0,0,0,1,1,1,0
151734,157055,[],1,2,1,1,2,1,0
151736,157056,[],0,0,0,0,0,0,0
151740,157058,[],1,1,0,1,1,0,0
151742,157058,"['special', 'order']",1,1,0,1,2,1,0
151745,157060,['clevis'],1,0,0,1,0,1,0
151748,157062,[],1,1,0,1,1,0,0
151749,157063,['cases'],0,1,0,1,1,0,0
151752,157064,['pipes'],0,1,0,1,1,0,0
151753,157065,[],1,1,0,1,1,0,0
151755,157067,['additive'],1,0,0,1,0,1,0
151756,157068,[],1,1,0,1,1,0,0
151757,157069,['desk'],0,2,0,1,2,0,0
151765,157073,"['recessed', 'medicien']",1,0,0,1,1,1,0
151766,157073,"['sliding', 'bathroom', 'medicn']",1,1,0,1,3,1,0
151768,157073,['channe'],0,2,0,1,2,0,0
151769,157074,['galvanized'],1,1,0,1,1,1,0
151770,157075,[],1,2,0,1,2,0,0
151773,157077,['battery'],1,0,2,1,1,2,0
151776,157078,[],1,1,0,1,1,0,0
151777,157079,['tops'],1,1,0,1,2,0,0
151779,157079,"['sanding', 'pads', 'top']",0,1,1,1,2,2,0
151782,157081,[],1,0,1,1,0,1,0
151785,157084,[],1,1,0,1,1,0,0
151788,157086,[],1,0,1,1,0,1,0
151789,157087,[],1,0,1,1,0,1,0
151793,157090,['demo'],1,0,0,1,1,0,0
151796,157091,"['double', 'sided', 'staples']",0,0,0,1,0,2,0
151798,157092,[],1,1,0,1,1,0,0
151799,157093,['clamp'],1,0,0,1,1,0,0
151805,157097,['59'],1,0,0,1,0,1,0
151807,157099,[],1,1,0,1,1,0,0
151809,157101,[],1,1,0,1,1,0,0
151814,157103,[],1,0,1,1,0,1,1
151817,157104,[],1,1,0,1,1,0,0
151819,157105,[],1,0,0,1,0,0,0
151822,157107,['entertainment'],1,0,0,1,1,0,0
151825,157109,[],1,0,3,1,0,3,1
151830,157111,[],1,1,0,1,1,0,1
151831,157112,['sprayer'],0,1,0,1,1,0,0
151835,157115,[],1,0,0,1,0,0,0
151841,157118,[],1,1,0,1,1,0,1
151848,157121,"['kitchen', 'basket']",0,2,0,1,3,0,0
151850,157122,"['18v', '3.0ah']",1,1,0,1,2,1,0
151853,157125,[],1,2,1,1,2,1,0
151856,157127,['ledbulb'],1,1,0,1,1,1,0
151858,157127,[],1,0,2,1,0,2,0
151863,157130,['pentas'],0,0,0,1,0,0,0
151864,157131,"['3', 'shower', 'bronze']",0,2,0,1,2,3,0
151868,157132,[],1,0,1,1,0,1,0
151871,157134,[],1,0,1,1,0,1,0
151872,157135,[],1,0,3,1,0,3,0
151874,157137,['max'],1,2,0,1,3,0,0
151875,157137,[],1,1,1,1,1,1,0
151879,157139,[],1,2,0,1,2,0,0
151880,157140,[],1,2,0,1,2,0,0
151883,157141,"['allen', 'roth']",0,1,0,1,2,1,0
151885,157142,[],1,1,0,1,1,0,0
151888,157143,[],1,1,0,1,1,0,0
151889,157143,[],1,1,0,1,1,0,0
151890,157144,"['1/2', 'joint']",0,2,0,1,2,1,0
151893,157147,"[""8'"", 'multi', 'christmas']",1,1,0,1,2,2,0
151894,157147,[],1,0,1,1,0,1,0
151897,157150,"['42', 'inch']",1,0,1,1,0,3,0
151898,157151,[],1,0,3,1,0,3,0
151900,157151,"['propane', 'line', 'plug']",0,0,0,1,2,0,0
151901,157151,"['counter', 'bar']",1,1,1,1,3,1,0
151902,157151,"['counter', 'receptacle', 'strip']",1,0,0,1,2,1,0
151904,157151,['undercounter'],1,0,0,1,1,0,0
151906,157152,[],1,2,0,1,2,0,0
151907,157153,"['small', 'fences']",0,0,0,1,0,1,0
151911,157156,"['carpet', 'good']",0,0,2,1,0,3,0
151912,157156,[],1,1,0,1,1,0,0
151914,157157,"['sun', 'mate']",1,1,0,1,3,0,0
151915,157157,[],1,2,1,1,2,1,0
151916,157157,[],1,1,0,1,1,0,0
151922,157160,[],1,1,0,1,1,0,0
151925,157162,[],1,0,0,1,0,0,0
151926,157162,[],1,0,0,1,0,0,0
151929,157164,"['9', 'vase']",0,0,1,1,0,2,0
151930,157165,[],1,2,1,1,2,1,0
151931,157166,"['18', 'inch', 'rapid']",1,1,1,1,1,4,0
151934,157168,[],1,2,2,1,2,2,0
151941,157172,"['indoor', 'spotlight']",0,0,0,1,0,1,0
151946,157174,[],1,0,0,1,0,0,0
151947,157175,[],1,1,0,1,1,0,0
151951,157177,"['delta', 'balancing']",1,0,0,1,1,1,0
151966,157187,[],1,0,3,1,0,3,0
151968,157188,['deerfield'],0,0,0,1,0,0,0
151971,157189,"['3/4', 'wide', 'quarteround']",0,0,1,1,0,3,0
151974,157189,"['sku', '237-752']",1,0,0,1,1,1,0
151979,157193,"['basement', 'wet', 'design']",0,1,0,1,3,0,0
151986,157197,"['4', 'pvs']",0,1,2,1,2,2,0
151988,157199,['wall'],0,1,1,1,1,2,0
151994,157202,"['hampton', 'bay']",1,1,0,1,3,0,0
151995,157203,"['52', 'inch', 'fabricated']",1,0,2,1,1,4,0
152003,157206,"['prelit', 'mutli']",0,1,0,1,2,0,0
152004,157207,"['730', '-', 'hasp']",0,1,1,1,1,3,0
152005,157208,['hb4190'],1,0,0,1,1,0,0
152006,157208,"['wall', 'mounted']",0,0,1,1,0,2,0
152007,157209,"['37', '1/4']",1,1,2,1,1,4,0
152014,157211,['dentil'],0,1,1,1,1,1,0
152019,157214,"['1/2', '1', 'elbow']",0,2,1,1,2,3,0
152026,157216,['rods'],0,1,0,1,1,0,0
152027,157217,[],1,0,2,1,0,2,0
152028,157218,"['200', 'amp', 'double', 'pole']",0,0,1,1,0,4,0
152029,157218,['main'],1,1,1,1,1,2,0
152030,157219,"['1t5', '40']",1,1,0,1,1,2,1
152032,157219,"['candelabra', 'plug']",0,0,1,1,1,1,0
152034,157219,"['3inches', 'x', '4']",1,0,2,1,0,5,1
152037,157221,[],1,2,0,1,2,0,0
152038,157222,[],1,0,0,1,0,0,1
152042,157224,['awap'],0,0,0,1,0,0,0
152044,157225,[],1,1,0,1,1,0,0
152055,157231,[],1,3,0,1,3,0,0
152056,157232,"['o', 'ring']",0,1,0,1,2,0,0
152063,157237,['exhaust'],1,2,3,1,3,3,0
152064,157237,"['bath', 'ceiling', 'exhaust']",1,0,2,1,3,2,0
152065,157238,[],1,2,0,1,2,0,0
152068,157239,"['fence', 'accessories']",0,0,1,1,1,1,0
152084,157251,['deep'],1,0,1,1,0,2,0
152088,157253,[],1,0,1,1,0,1,0
152092,157256,[],1,0,2,1,0,2,0
152098,157260,"['ceiling', 'covers']",0,0,0,1,0,1,0
152099,157261,['lfx259755st'],1,0,2,1,0,3,0
152103,157262,"['bear', 'semi', 'transparent']",0,1,1,1,1,3,0
152104,157263,[],1,1,0,1,1,0,0
152112,157270,['patio'],1,0,1,1,1,1,0
152113,157271,['12-2'],1,1,0,1,2,0,0
152115,157273,['desk'],0,2,0,1,2,0,0
152118,157275,"['garage', 'parts']",0,1,1,1,2,1,0
152119,157275,"['garage', '8ft']",1,0,2,1,1,3,0
152121,157276,"['halloween', 'light']",0,0,0,1,1,0,0
152122,157277,"['12', 'windsor', 'field']",0,0,0,1,1,1,0
152125,157277,"['electric', '10-3', '50ft']",0,0,1,1,1,2,0
152133,157282,[],1,2,2,1,2,2,0
152140,157287,[],1,0,0,1,0,0,0
152141,157288,"['bbq', 'tools']",0,0,2,1,1,2,0
152146,157291,['deep'],1,0,1,1,0,2,0
152148,157292,[],1,2,0,1,2,0,0
152150,157293,"['tin', 'roof']",1,0,3,1,1,4,0
152151,157294,"['1/2', 'threadless']",0,1,1,1,1,2,0
152153,157295,"['18', 'gauge', 'coil']",1,0,0,1,2,1,0
152154,157295,['mdog'],0,0,0,1,0,0,0
152155,157295,['mess'],1,1,0,1,2,0,0
152160,157297,['acrylic'],1,2,0,1,3,0,0
152165,157299,['plum'],0,0,0,1,0,0,0
152167,157300,[],0,1,1,1,1,1,0
152168,157300,['line'],0,3,0,1,3,0,0
152170,157302,[],1,1,0,1,1,0,0
152171,157303,['adapter'],0,2,0,1,2,0,0
152174,157305,[],1,1,0,1,1,0,0
152175,157306,"['5/8', 'punch']",0,0,1,1,0,2,0
152177,157308,['gardenias'],0,0,0,1,0,0,0
152180,157310,['conroller'],0,1,0,1,1,0,0
152182,157312,[],1,0,0,1,0,0,0
152183,157313,"['44', 'inch', 'blind']",1,0,2,1,0,5,0
152185,157314,"['outdoor', 'carpet', '15']",0,0,0,1,0,2,0
152187,157316,[],1,0,2,1,0,2,0
152189,157316,"['insolated', 'wrap']",0,1,0,1,1,1,0
152190,157317,['wooden'],1,0,0,1,0,1,0
152191,157318,[],1,1,0,1,1,0,0
152193,157318,['webmo'],0,0,0,1,0,0,0
152194,157319,[],1,2,0,1,2,0,0
152198,157322,[],1,0,0,1,0,0,0
152200,157324,"['for', 'lg', 'lfx259755st']",1,0,0,1,0,3,0
152202,157324,['lg'],1,1,0,1,1,1,0
152205,157326,"['rubbermaid', 'closet']",1,0,0,1,1,1,0
152208,157328,"['basement', 'wet', 'bar']",1,0,0,1,3,0,0
152213,157330,"['bathroom', 'plummbing']",0,0,0,1,0,2,0
152222,157334,['porceline'],1,1,0,1,1,1,0
152225,157335,['plasticizer'],0,0,0,1,0,0,0
152226,157335,[],1,0,0,1,0,0,0
152227,157336,"['arctic', 'ast28r']",0,1,0,1,2,0,0
152231,157339,[],1,1,0,1,1,0,0
152232,157340,['shelving'],0,0,0,1,0,0,0
152242,157346,['black'],1,0,0,1,0,1,0
152243,157347,[],1,1,0,1,1,0,0
152244,157348,"['rubbermaid', 'trash']",0,0,0,1,1,0,0
152253,157354,['5'],1,1,3,1,1,4,0
152254,157354,"['1/4', '1-1/2']",1,0,2,1,0,4,0
152257,157356,[],1,1,0,1,1,0,0
152260,157357,"['nipple', '1', '1-1/2']",0,1,3,1,1,6,0
152261,157357,"['pre', 'cut', 'riser']",0,0,0,1,0,3,0
152266,157360,[],1,1,0,1,1,0,0
152270,157364,['40'],1,0,1,1,0,2,0
152273,157364,[],1,2,1,1,2,1,0
152278,157366,[],1,1,0,1,1,0,0
152279,157367,[],1,1,0,1,1,0,0
152280,157368,"['1/4', '20', 'flat', 'under']",0,0,1,1,1,3,0
152281,157368,[],1,0,1,1,0,1,0
152282,157368,"['20', 'menet']",1,0,0,1,0,2,0
152283,157368,"['zinc', 'plated', 'flatbraces']",0,0,0,1,0,2,0
152284,157369,[],1,1,1,1,1,1,0
152287,157372,[],1,2,0,1,2,0,1
152288,157372,['restour'],0,0,2,1,0,2,0
152290,157374,[],1,1,1,1,1,1,0
152291,157375,[],1,1,0,1,1,0,0
152296,157379,['4'],0,1,3,1,1,3,0
152300,157382,"['2x2', 'troffer']",0,0,0,1,0,1,0
152306,157385,[],1,0,1,1,0,1,0
152314,157390,['40w'],1,0,0,1,0,1,0
152315,157390,['e12'],1,0,0,1,1,0,0
152318,157392,['gas'],1,0,0,1,1,0,0
152319,157393,"['air', 'filter']",1,2,0,1,3,1,0
152324,157397,"['9', 'x', '12']",1,0,1,1,0,4,0
152325,157398,['5/4'],1,0,0,1,0,1,0
152332,157399,"['fire', 'place']",1,0,0,1,2,0,0
152336,157399,[],1,1,1,1,1,1,0
152338,157400,['opaque'],1,0,1,1,0,2,0
152339,157400,[],1,1,1,1,1,1,0
152347,157403,['fencing'],0,1,0,1,1,0,0
152352,157406,['shelving'],0,1,0,1,1,0,0
152356,157409,['globe'],1,0,0,1,0,1,0
152357,157409,[],1,0,2,1,0,2,0
152359,157409,"['spot', '1.97']",0,0,1,1,0,2,0
152364,157411,[],1,2,0,1,2,0,0
152368,157413,['lockable'],1,0,0,1,0,1,0
152369,157413,[],1,1,0,1,1,0,0
152372,157415,"['1', 'gallon', 'pvc', 'solvent']",0,0,0,1,2,1,0
152375,157417,"['1/4', '20', 'mm', 'z']",1,0,2,1,1,5,0
152380,157419,[],1,2,0,1,2,0,0
152381,157420,[],1,1,2,1,1,2,0
152385,157422,"['berber', 'doeskin']",0,2,0,1,3,0,0
152388,157422,['.89'],1,0,1,1,0,2,0
152389,157422,"['patterned', 'textured', 'berber']",1,0,0,1,1,2,0
152393,157426,"['27', 'inch', 'stove']",0,1,0,1,1,3,0
152398,157429,['comercialcarpet'],0,1,1,1,1,2,0
152400,157430,[],1,2,0,1,2,0,0
152404,157432,[],1,3,0,1,3,0,0
152405,157433,"['english', 'ivy']",0,0,0,1,1,0,0
152407,157434,['rainbow'],0,1,1,1,2,1,0
152409,157435,"['hanger', 'wire']",0,2,0,1,3,0,0
152412,157438,[],1,2,0,1,2,0,0
152413,157438,[],1,2,0,1,2,0,0
152414,157439,"['2', 'incresers']",0,2,1,1,2,2,0
152416,157440,[],1,2,0,1,2,0,0
152418,157442,"['cement', 'base']",0,0,3,1,1,3,0
152423,157443,"[""1'""]",1,0,0,1,0,1,0
152424,157444,"['bath', 'spray', 'round']",0,0,0,1,1,1,0
152427,157446,['front'],1,0,2,1,0,3,0
152428,157447,['80x32'],1,0,1,1,0,2,0
152429,157448,['1'],1,0,3,1,0,5,0
152430,157448,[],1,0,1,1,0,1,0
152438,157455,['swing'],1,0,3,1,0,4,0
152443,157458,[],1,1,0,1,1,0,0
152444,157458,"['blower', 'clog']",0,1,0,1,2,0,0
152453,157462,"['little', 'giant', 'scaffolding']",0,0,0,1,0,2,0
152454,157463,"['8.8', 'mini', 'fridge']",0,0,2,1,1,3,0
152456,157464,"['widespread', 'bath']",1,0,0,1,1,1,0
152457,157465,[],1,1,1,1,1,1,0
152463,157469,[],1,0,2,1,0,2,0
152464,157470,[],1,1,1,1,1,1,0
152467,157471,"['epoxy', 'shield']",0,2,0,1,3,0,0
152468,157472,[],1,0,1,1,0,1,0
152472,157476,[],1,0,0,1,0,0,0
152473,157477,[],1,1,0,1,1,0,0
152474,157478,[],1,0,2,1,0,2,0
152476,157480,[],1,0,2,1,0,2,0
152480,157482,"[""32'x22'"", 'kitchen', 'double', 'bowl']",0,1,1,1,2,3,0
152487,157486,['kitchen'],1,1,2,1,2,2,0
152491,157487,[],1,1,1,1,1,1,0
152492,157487,['plastice'],1,0,1,1,0,2,0
152493,157488,"['almond', 'switch']",0,1,0,1,2,0,0
152495,157490,[],1,0,2,1,0,2,0
152502,157493,"['wooden', 'entry']",1,1,2,1,2,3,0
152506,157495,[],1,1,0,1,1,0,0
152509,157496,[],1,0,2,1,0,2,0
152510,157496,['thinset'],0,0,1,1,0,1,0
152511,157497,[],1,2,0,1,2,0,0
152512,157498,[],1,0,2,1,0,2,0
152514,157500,"['arrow', 'back', 'plumbing']",0,0,1,1,2,2,0
152518,157504,['chrome'],0,2,0,1,2,0,0
152519,157505,"['3578', 'pvc']",1,0,0,1,1,1,0
152522,157505,['84x104'],0,1,1,1,1,2,0
152523,157505,['instructions'],0,1,1,1,1,1,0
152528,157508,[],1,1,0,1,1,0,0
152529,157509,[],1,1,0,1,1,0,0
152531,157511,['ames'],1,0,0,1,0,1,0
152537,157512,"['gallon', 'hot', 'tank']",0,1,1,1,1,3,0
152538,157512,"['gas', '75', 'gal.']",1,0,0,1,1,2,0
152539,157512,"['hot', 'point', 'refrigerator']",1,0,0,1,2,1,0
152543,157515,['vanity'],0,1,0,1,1,0,0
152544,157516,"['inch', 'dado']",1,2,1,1,4,1,0
152545,157517,"['9', 'vase']",0,0,1,1,0,2,0
152547,157518,['stock'],1,1,1,1,1,2,0
152548,157518,['blade'],1,0,1,1,0,2,0
152549,157518,[],1,1,0,1,1,0,0
152554,157521,['bright'],1,0,2,1,0,3,0
152569,157526,"['4.', '1/2inch', 'bathroom']",0,1,0,1,2,2,0
152571,157526,[],1,1,0,1,1,0,0
152573,157527,"['4', 'round']",0,0,2,1,0,4,0
152574,157528,['60w'],1,0,0,1,1,0,0
152575,157528,['blue'],1,1,0,1,1,1,0
152582,157531,[],1,1,0,1,1,0,0
152585,157532,['stanley'],1,0,1,1,0,2,0
152591,157536,[],1,1,0,1,1,0,0
152596,157539,[],1,2,0,1,2,0,0
152597,157540,['duro'],1,1,0,1,2,0,0
152598,157540,"['fireplace', 'insert']",0,0,0,1,0,1,0
152599,157540,"['natural', 'fireplaces']",0,1,0,1,1,1,0
152607,157545,['hack'],1,1,0,1,2,0,0
152608,157546,"['magnetic', 'vent']",1,0,0,1,1,1,0
152610,157548,[],1,1,1,1,1,1,0
152614,157551,[],1,2,0,1,2,0,0
152616,157553,"['1/2', 'x', '5', 'nipple']",0,1,1,1,1,4,0
152621,157555,[],1,2,0,1,2,0,0
152628,157558,['plywood'],0,0,1,1,0,1,0
152630,157559,['engineers'],1,1,0,1,2,0,0
152631,157560,"['42', 'bathroom']",1,1,1,1,1,4,0
152634,157562,[],1,1,2,1,1,2,0
152637,157562,['plus'],1,0,3,1,0,4,0
152638,157562,[],1,2,1,1,2,1,0
152639,157562,[],1,0,0,1,0,0,0
152643,157565,['lawnmower'],1,0,0,1,1,0,0
152650,157569,['large'],1,1,0,1,1,1,0
152652,157570,['finisher'],0,1,1,1,1,1,0
152659,157575,[],1,0,0,1,0,0,0
152664,157578,['honeysuckle'],0,0,0,1,0,0,0
152666,157579,[],1,0,0,1,0,0,0
152669,157579,['tops'],1,0,3,1,0,4,0
152672,157581,['zinc'],1,0,0,1,1,0,0
152676,157584,['digital'],1,0,0,1,0,1,0
152678,157584,"['model', 'r8184g1427']",0,0,0,1,0,1,0
152679,157584,['tomostat'],0,0,0,1,0,0,0
152681,157585,"['premiere', 'water']",1,0,0,1,2,0,0
152686,157587,"['leaf', 'blower']",0,1,0,1,2,0,0
152687,157587,['rayoby'],1,0,0,1,1,0,0
152691,157587,"['part', 'p240']",0,0,0,1,1,0,0
152692,157587,[],1,0,0,1,0,0,0
152694,157588,"['soft', 'touch', 'shut-off']",1,0,0,1,0,3,0
152695,157588,"['no', 'idea', 'fungicide']",0,1,0,1,1,2,0
152699,157592,['tools'],0,2,0,1,2,0,0
152701,157593,['rustoleum'],1,0,0,1,1,0,0
152702,157594,"['wood', 'box']",0,1,0,1,2,0,0
152704,157595,['slide'],0,1,2,1,1,3,0
152713,157602,[],1,0,0,1,0,0,0
152720,157607,[],1,1,0,1,1,0,0
152721,157608,[],1,2,0,1,2,0,0
152722,157609,"['white', '42in']",0,2,0,1,3,0,0
152725,157611,['ptfe'],0,0,0,1,0,0,0
152727,157612,"['dollar', 'mens', 'gifts']",0,0,1,1,2,1,0
152729,157614,"['white', 'gloves']",0,0,0,1,0,1,0
152734,157617,[],1,1,0,1,1,0,0
152735,157617,"['hug', 'plug', 'outlet']",0,1,2,1,1,4,0
152737,157618,['chages'],0,1,0,1,1,0,0
152740,157620,[],1,1,0,1,1,0,0
152741,157621,['koolaroo'],0,0,0,1,0,0,0
152742,157621,['wooden'],1,0,1,1,0,2,0
152743,157622,"['2pk', 'box', 'cutters']",0,1,0,1,3,0,0
152746,157624,[],1,1,0,1,1,0,0
152750,157625,"['floor', 'register']",0,0,3,1,0,6,0
152757,157630,"['p', 'trap', 'odor']",0,0,0,1,2,0,0
152758,157630,"['p', 'trap']",0,1,0,1,2,0,0
152760,157632,[],1,1,0,1,1,0,0
152763,157635,[],1,0,1,1,0,1,0
152766,157637,[],1,0,2,1,0,2,0
152769,157638,['water'],1,1,0,1,2,0,0
152771,157640,"['1801', 'pro']",1,0,0,1,0,2,1
152772,157641,"['discharge', '1.5', 'inces']",0,0,1,1,1,3,0
152777,157642,[],1,1,0,1,1,0,0
152779,157644,[],1,0,0,1,0,0,0
152781,157645,"['picture', 'framing']",1,1,1,1,1,3,0
152783,157646,['sink'],1,0,1,1,1,1,0
152787,157650,[],1,1,0,1,1,0,0
152789,157652,[],1,1,2,1,1,2,0
152792,157653,"['carpet', '.89']",1,0,0,1,0,2,0
152793,157653,['staples'],0,0,2,1,0,2,0
152796,157654,"['rocker', 'switch']",1,0,0,1,2,0,0
152797,157654,"['outlet', 'outdoor']",1,1,0,1,1,2,0
152799,157656,[],1,0,0,1,0,0,0
152803,157659,['transparant'],1,1,0,1,1,1,0
152806,157661,[],1,0,0,1,0,0,1
152807,157662,"['house', 'water']",1,1,0,1,3,0,0
152808,157662,['guage'],0,1,0,1,1,0,0
152811,157665,[],0,0,0,0,0,0,0
152812,157665,['weman'],0,0,0,1,0,0,0
152816,157667,"['sprinkler', 'canister']",0,3,0,1,4,0,0
152818,157668,[],1,0,1,1,0,1,0
152830,157674,"['shelf', 'storage']",0,0,2,1,1,2,0
152832,157674,['shelf'],0,2,0,1,2,0,0
152833,157675,[],1,0,0,1,0,0,0
152835,157676,['urine'],1,1,0,1,2,0,0
152836,157677,"['dorm', 'fridge']",0,0,0,1,1,0,0
152841,157681,['maker'],0,2,0,1,2,0,0
152843,157683,['comercialcarpet'],0,1,1,1,1,2,0
152849,157683,['interior'],1,0,0,1,0,1,0
152854,157686,['submerciable'],1,0,1,1,0,2,0
152855,157687,[],1,0,0,1,0,0,0
152856,157688,"['phifer', 'suntex']",0,0,0,1,1,0,0
152860,157691,[],1,1,0,1,1,0,0
152861,157692,[],1,0,0,1,0,0,0
152864,157693,['12x16'],1,0,0,1,0,1,0
152867,157695,['bathroom'],1,1,1,1,1,2,0
152868,157696,[],1,0,1,1,0,1,0
152871,157699,[],1,0,0,1,0,0,0
152878,157702,[],1,0,2,1,0,2,0
152880,157703,[],1,0,2,1,0,2,0
152882,157703,[],1,1,1,1,1,1,0
152883,157703,['4cycle'],1,1,0,1,1,1,0
152886,157705,[],1,1,1,1,1,1,0
152889,157707,['inch'],0,1,3,1,1,4,0
152892,157707,['delta'],1,1,1,1,1,2,0
152893,157707,[],1,0,3,1,0,3,0
152900,157709,['stainless'],1,1,0,1,1,1,0
152902,157711,[],1,0,3,1,0,3,0
152903,157712,['medallion'],0,2,0,1,2,0,0
152905,157713,[],0,1,2,1,1,2,0
152908,157715,[],1,1,0,1,1,0,0
152910,157717,[],1,1,1,1,1,1,0
152911,157718,[],0,1,1,1,1,1,0
152912,157719,"['12-2', 'wire', '250ft']",0,1,0,1,3,0,0
152913,157719,['12-2'],1,1,0,1,2,0,1
152914,157720,['white'],1,1,0,1,1,1,0
152918,157722,['balcony'],1,0,0,1,1,0,0
152923,157724,['lgf6tc'],1,1,0,1,1,1,0
152925,157724,[],1,2,0,1,2,0,0
152928,157727,"['basement', 'wet']",1,1,0,1,3,0,0
152931,157729,[],1,0,1,1,0,1,0
152936,157731,[],1,0,3,1,0,3,0
152938,157731,[],1,1,0,1,1,0,0
152940,157733,"['tub', 'nozzle', 'attachment']",0,1,0,1,3,0,0
152941,157733,"['stendop', 'tubs']",0,1,0,1,2,0,0
152942,157734,[],1,1,0,1,1,0,0
152944,157736,['power'],1,0,0,1,1,0,0
152947,157738,"['garage', 'l']",0,1,0,1,2,1,0
152949,157739,['foam'],1,1,1,1,2,1,1
152962,157747,"['4x16', 'duct', 'grate']",0,1,0,1,3,0,0
152965,157748,[],1,0,0,1,0,0,0
152967,157750,['semirigid'],1,1,0,1,2,0,0
152970,157752,['hudson'],0,0,0,1,0,0,0
152971,157753,"['42', 'bathroom']",1,1,1,1,1,4,0
152972,157754,[],1,1,1,1,1,1,0
152980,157758,"['doorknobs', 'button', 'privacy']",1,0,1,1,1,3,0
152987,157762,"['mellow', 'wood']",0,0,0,1,0,1,0
152988,157763,"['hampton', 'bay']",1,0,0,1,2,0,0
152992,157766,['charcoal'],1,0,0,1,1,0,0
152997,157768,['90567077'],1,0,2,1,0,4,0
153003,157768,"['eletric', 'clippers']",0,2,0,1,2,1,0
153006,157769,[],1,0,1,1,0,1,0
153011,157772,['spa'],1,0,0,1,0,1,0
153012,157773,"['1', 'gang', 'large', '-', 'white']",0,3,1,1,3,5,0
153014,157774,['gibraltor'],1,0,0,1,1,0,0
153016,157774,['boxes'],1,1,0,1,1,1,0
153017,157775,"['4', 'mil']",0,0,0,1,0,1,0
153018,157775,"['sheeting-2', 'mil']",0,1,1,1,2,1,0
153023,157778,[],1,1,0,1,1,0,0
153027,157781,['32'],1,1,0,1,1,1,0
153031,157782,['extension'],0,3,0,1,3,0,0
153033,157784,[],1,1,0,1,1,0,0
153038,157787,"['mold', 'resistance']",1,1,0,1,3,0,0
153039,157787,[],0,0,0,0,0,0,0
153043,157790,"['high', 'scaffolding']",0,0,1,1,0,2,0
153050,157794,"['allen', 'wrenches']",0,0,0,1,1,0,0
153051,157794,"['circular', 'allen', 'wrench']",0,0,0,1,0,2,0
153052,157794,['26'],0,0,0,1,0,0,0
153053,157795,['anchors'],0,1,0,1,1,0,0
153055,157796,"['pipe', '1x1']",0,1,0,1,1,1,0
153056,157797,"[""3/4'"", 'hardware']",0,0,0,1,0,1,0
153057,157797,['96mm'],1,0,1,1,1,1,0
153059,157799,[],1,0,2,1,0,2,0
153060,157800,"['100feet', 'water']",0,1,0,1,2,1,0
153063,157800,[],1,1,2,1,1,2,0
153064,157801,[],1,1,0,1,1,0,0
153066,157803,"['bathroom', 'vantage']",0,0,0,1,1,0,0
153068,157805,"['guide', 'from']",0,1,1,1,1,2,0
153069,157805,['rain'],1,0,0,1,0,1,0
153072,157807,[],1,0,1,1,0,1,0
153073,157808,"['3', 'way']",1,0,1,1,0,3,0
153074,157809,['winter'],0,2,1,1,2,1,0
153082,157814,['2'],1,0,0,1,0,1,0
153086,157816,[],1,0,0,1,0,0,0
153087,157817,[],1,0,1,1,0,1,0
