id,product_uid,query_root_in_attr,query_compound_in_attr,query_other_in_attr
137890,149477,0,0,0
137892,149479,1,0,0
137895,149481,0,0,0
137897,149482,0,0,0
137898,149483,0,0,0
137900,149484,0,1,0
137901,149484,0,1,0
137909,149487,0,1,0
137916,149492,0,0,0
137922,149497,0,0,0
137923,149498,0,0,0
137924,149498,0,0,0
137925,149499,0,0,0
137930,149501,0,4,0
137932,149501,0,1,0
137935,149503,0,0,0
137940,149506,0,0,1
137945,149509,0,0,1
137953,149515,0,0,0
137955,149516,0,1,1
137960,149517,1,1,0
137962,149519,0,0,0
137964,149521,0,0,0
137970,149525,0,0,0
137971,149526,0,0,0
137973,149527,1,2,0
137975,149528,0,0,0
137977,149529,0,0,0
137978,149529,1,0,1
137981,149530,1,0,1
137988,149532,0,0,2
137989,149533,0,0,0
137992,149534,1,1,0
137998,149538,0,1,0
138000,149540,1,0,1
138002,149540,1,0,0
138003,149541,0,0,1
138012,149545,0,0,0
138016,149546,1,2,1
138025,149549,0,0,0
138028,149551,0,0,0
138029,149552,0,0,0
138030,149552,0,0,0
138033,149555,0,0,0
138036,149557,0,0,0
138037,149558,0,0,0
138039,149560,0,0,0
138040,149560,0,0,0
138041,149561,1,0,1
138044,149561,0,0,0
138045,149562,0,1,0
138048,149563,1,2,1
138050,149564,0,0,0
138051,149564,0,0,0
138053,149565,0,2,0
138056,149567,1,0,0
138058,149567,0,2,0
138060,149567,1,1,0
138065,149568,0,0,0
138067,149568,0,0,0
138068,149569,0,0,0
138070,149570,1,0,1
138076,149575,1,2,1
138077,149576,0,0,0
138078,149577,0,0,0
138081,149579,1,2,2
138087,149583,1,0,1
138088,149583,1,0,3
138091,149583,1,1,0
138093,149584,1,1,0
138108,149591,0,0,0
138109,149592,1,0,1
138110,149592,0,0,1
138115,149594,0,2,0
138116,149594,1,1,0
138118,149595,1,1,0
138119,149595,1,1,0
138120,149596,0,1,0
138122,149597,0,0,0
138123,149597,0,0,0
138124,149598,0,0,0
138125,149598,0,0,0
138129,149599,1,0,1
138134,149603,0,0,0
138135,149604,0,0,0
138138,149606,0,0,0
138139,149607,0,0,0
138140,149608,0,0,0
138143,149610,1,1,1
138144,149610,1,1,1
138149,149612,0,0,0
138152,149614,0,0,0
138153,149615,0,0,0
138156,149615,1,0,0
138157,149615,0,0,0
138159,149616,0,0,0
138161,149618,1,0,2
138163,149618,0,1,0
138164,149619,0,0,1
138174,149624,1,1,0
138179,149627,0,0,0
138181,149629,0,0,0
138188,149634,0,0,0
138192,149637,1,0,0
138194,149639,0,0,0
138198,149643,0,0,0
138207,149647,0,0,0
138209,149649,0,0,0
138211,149650,0,0,2
138214,149652,0,0,0
138216,149653,1,0,1
138219,149653,0,0,0
138221,149654,1,2,0
138227,149657,0,0,0
138237,149662,0,0,0
138238,149663,1,0,0
138243,149665,0,1,1
138245,149666,0,0,0
138252,149670,0,1,0
138256,149673,0,0,0
138257,149674,0,0,0
138258,149675,0,1,1
138265,149681,0,0,0
138268,149681,0,0,0
138278,149687,1,0,0
138279,149688,0,0,0
138280,149689,0,0,0
138283,149691,1,1,0
138289,149692,0,1,0
138291,149694,0,0,0
138294,149696,0,0,0
138296,149697,1,1,0
138299,149698,1,1,2
138301,149700,0,0,0
138304,149702,0,0,0
138307,149704,1,1,1
138308,149705,0,0,0
138319,149708,0,0,0
138322,149710,0,0,0
138324,149712,0,0,0
138325,149713,0,0,0
138326,149714,1,0,0
138327,149714,1,1,0
138333,149717,0,0,0
138335,149719,0,0,0
138338,149721,1,1,0
138340,149723,1,1,0
138348,149726,0,0,0
138349,149727,1,0,0
138351,149728,0,0,0
138352,149729,0,0,0
138362,149737,1,0,1
138371,149741,0,0,0
138374,149743,0,0,0
138375,149744,0,0,0
138378,149746,1,1,1
138380,149747,1,1,0
138383,149748,0,2,1
138385,149749,0,0,0
138393,149754,1,0,2
138394,149754,1,0,2
138395,149754,1,1,1
138400,149756,0,0,0
138401,149757,0,0,0
138407,149760,1,1,0
138408,149760,1,1,0
138412,149763,1,0,3
138413,149764,0,0,0
138414,149764,1,1,2
138416,149766,0,0,0
138422,149768,0,0,0
138426,149769,1,0,3
138427,149770,0,0,1
138434,149772,0,0,0
138436,149773,1,0,2
138438,149775,1,0,0
138440,149775,0,1,1
138442,149776,0,0,0
138444,149777,0,0,0
138448,149780,0,0,0
138462,149785,0,0,0
138463,149786,1,1,3
138467,149788,0,0,1
138469,149789,0,0,0
138470,149790,0,0,0
138472,149792,0,0,0
138474,149794,0,0,0
138478,149796,1,0,0
138479,149796,0,0,1
138487,149801,1,0,0
138490,149803,1,0,2
138491,149803,1,0,2
138498,149806,1,0,2
138502,149808,0,0,0
138504,149809,0,0,0
138508,149812,0,1,1
138513,149814,0,0,0
138514,149815,0,0,0
138520,149819,0,0,0
138523,149821,0,0,0
138533,149827,1,1,0
138534,149827,1,0,1
138542,149832,0,1,0
138545,149832,0,1,0
138551,149835,1,0,0
138553,149837,0,0,0
138558,149842,0,0,0
138559,149843,0,0,0
138562,149845,1,1,0
138565,149848,1,0,1
138569,149851,0,0,0
138570,149851,0,0,0
138572,149853,0,0,0
138573,149854,0,0,2
138574,149854,0,0,1
138575,149854,0,2,0
138576,149855,0,0,1
138577,149855,1,2,1
138578,149856,0,0,0
138579,149857,0,0,0
138584,149858,1,1,4
138585,149859,0,0,0
138586,149860,0,0,0
138588,149861,1,0,0
138590,149862,0,0,0
138591,149862,1,0,0
138594,149864,1,1,0
138595,149864,1,1,0
138596,149865,0,0,0
138599,149866,1,1,0
138603,149868,0,0,0
138613,149874,0,2,0
138615,149876,0,1,0
138616,149876,1,1,0
138619,149878,0,0,1
138623,149879,0,0,0
138625,149881,0,1,0
138628,149882,0,0,2
138632,149882,0,0,0
138634,149882,0,0,0
138636,149883,1,1,0
138638,149884,0,0,0
138640,149885,0,0,0
138641,149886,0,0,0
138646,149889,1,0,0
138650,149891,0,0,0
138651,149892,0,0,0
138653,149893,0,0,0
138654,149894,0,0,0
138658,149896,1,0,1
138662,149897,0,0,0
138670,149900,1,0,1
138671,149900,1,1,0
138675,149903,1,0,0
138677,149903,0,0,0
138678,149903,0,0,0
138680,149904,0,0,0
138690,149911,0,0,0
138691,149912,0,1,2
138697,149915,0,0,0
138699,149916,0,0,0
138701,149917,0,0,1
138704,149917,1,1,0
138705,149917,0,1,0
138708,149919,0,0,0
138709,149920,1,1,0
138713,149922,1,0,1
138718,149922,0,2,0
138722,149924,0,0,0
138723,149925,1,0,1
138726,149926,0,0,0
138732,149929,1,0,3
138734,149930,0,0,0
138735,149931,1,1,0
138738,149933,0,0,0
138739,149934,0,0,0
138741,149935,0,0,0
138743,149937,0,0,0
138747,149939,0,0,1
138749,149939,1,2,0
138752,149941,0,0,0
138754,149942,0,0,0
138756,149944,1,2,0
138758,149944,0,2,1
138759,149944,1,1,1
138760,149944,0,1,1
138761,149944,1,0,0
138762,149945,0,0,0
138765,149947,0,0,0
138768,149949,0,0,0
138770,149950,1,0,3
138771,149950,1,1,1
138772,149950,1,1,0
138773,149950,1,1,0
138774,149951,0,0,0
138775,149952,1,1,0
138778,149953,0,0,0
138780,149955,0,0,0
138783,149956,0,0,1
138786,149957,1,1,0
138791,149959,1,1,0
138795,149960,1,0,1
138802,149961,1,1,1
138805,149963,0,0,0
138817,149969,0,0,0
138818,149970,0,0,0
138819,149971,0,0,0
138821,149972,0,0,0
138822,149973,0,0,0
138826,149976,0,1,1
138829,149976,0,1,1
138838,149980,1,1,0
138840,149981,0,0,0
138843,149984,1,2,0
138844,149984,1,0,1
138849,149987,1,0,0
138857,149993,0,0,0
138860,149995,0,0,0
138863,149997,1,0,1
138865,149998,0,1,0
138868,149998,1,2,0
138873,150002,0,0,0
138875,150003,0,1,1
138876,150004,0,0,0
138877,150005,0,0,0
138884,150007,1,0,1
138885,150008,1,0,1
138887,150009,0,0,0
138891,150011,0,1,2
138892,150011,1,1,6
138893,150012,0,0,0
138895,150014,0,0,0
138899,150016,1,0,0
138906,150018,0,0,0
138908,150019,1,2,0
138915,150023,0,0,0
138916,150024,0,0,0
138917,150025,0,0,2
138920,150026,1,1,0
138924,150028,0,0,0
138930,150030,0,2,0
138931,150030,0,2,0
138933,150031,1,1,0
138936,150033,0,0,0
138938,150035,1,0,5
138940,150035,1,0,0
138941,150036,0,1,0
138944,150037,1,1,0
138945,150037,0,1,1
138948,150039,0,0,0
138953,150041,0,0,0
138955,150042,0,0,0
138956,150043,0,0,0
138964,150046,0,1,0
138966,150047,0,1,1
138967,150047,0,1,2
138969,150049,0,0,0
138971,150049,0,0,0
138972,150050,0,0,0
138973,150051,0,0,0
138974,150052,1,0,0
138977,150054,0,0,0
138978,150055,0,0,0
138980,150056,0,0,0
138983,150057,1,0,1
138984,150057,0,0,0
138987,150059,0,0,0
138989,150060,0,1,0
138992,150061,0,0,0
138993,150062,0,0,0
138996,150065,0,0,0
138998,150066,0,0,1
139000,150067,1,0,2
139001,150067,1,0,1
139016,150075,1,1,0
139024,150077,1,0,1
139027,150077,0,0,2
139040,150085,0,0,0
139042,150087,0,0,0
139043,150088,0,0,1
139044,150088,1,0,1
139045,150088,1,0,2
139048,150088,1,0,1
139055,150094,1,2,0
139056,150095,0,0,0
139057,150095,0,0,0
139065,150098,0,2,0
139066,150098,0,1,2
139069,150099,0,0,0
139070,150099,0,1,0
139072,150100,0,0,3
139075,150102,0,0,0
139078,150104,0,0,0
139080,150105,1,0,0
139081,150106,1,2,1
139082,150106,1,1,2
139083,150107,0,0,0
139084,150108,1,0,0
139088,150108,1,0,0
139090,150109,0,0,2
139091,150109,0,1,0
139093,150109,1,0,0
139094,150109,0,0,1
139098,150109,0,0,1
139102,150111,1,3,0
139105,150113,1,0,0
139106,150113,1,1,0
139109,150114,1,0,1
139110,150114,1,1,0
139112,150115,1,0,0
139114,150116,0,0,0
139116,150118,0,0,0
139117,150119,0,0,1
139119,150119,0,1,1
139124,150119,0,0,1
139127,150122,0,0,0
139130,150123,0,0,2
139131,150124,0,0,0
139135,150126,1,1,0
139136,150127,0,0,0
139137,150128,0,1,1
139139,150129,1,0,0
139148,150132,0,0,0
139149,150133,1,0,1
139152,150134,0,0,0
139153,150135,0,0,0
139160,150138,1,0,0
139162,150139,0,0,1
139165,150140,1,2,0
139167,150141,1,1,0
139169,150141,1,0,0
139170,150142,0,0,0
139171,150143,0,0,0
139172,150144,0,0,0
139176,150147,0,0,0
139180,150149,0,1,2
139182,150150,0,0,0
139185,150151,1,0,2
139188,150152,0,1,1
139189,150152,0,2,1
139191,150154,0,0,0
139193,150155,0,1,0
139195,150156,0,0,0
139197,150157,1,0,0
139198,150157,1,2,0
139203,150161,0,0,0
139206,150162,0,0,0
139208,150164,1,1,0
139211,150164,1,1,0
139218,150168,1,0,0
139219,150169,0,0,1
139220,150169,0,0,1
139222,150170,1,0,2
139228,150175,0,0,0
139229,150175,0,0,0
139235,150177,0,0,0
139237,150178,0,0,0
139240,150180,0,0,0
139243,150182,1,1,0
139251,150185,0,1,1
139252,150185,1,0,1
139255,150187,0,1,0
139257,150187,0,0,1
139262,150189,1,1,2
139263,150189,1,0,3
139265,150189,1,0,2
139267,150191,0,0,0
139269,150192,0,0,1
139271,150192,0,0,3
139274,150195,0,0,1
139280,150197,0,2,0
139286,150198,0,0,0
139287,150198,0,0,1
139288,150198,0,0,1
139289,150198,0,0,0
139290,150199,0,0,0
139291,150200,0,0,0
139295,150201,1,0,0
139296,150202,1,0,0
139304,150205,1,1,0
139310,150211,0,0,1
139311,150211,0,0,0
139313,150211,1,0,0
139314,150212,0,0,0
139316,150214,0,0,0
139317,150215,0,0,0
139318,150216,0,0,0
139321,150218,0,0,0
139330,150221,1,0,0
139332,150222,0,0,0
139337,150223,1,0,0
139338,150224,0,0,0
139340,150225,1,1,1
139344,150226,0,0,0
139346,150227,0,1,0
139347,150227,1,2,0
139351,150229,1,1,2
139352,150229,1,2,0
139355,150232,1,0,1
139356,150232,1,1,2
139358,150232,1,1,0
139362,150233,0,0,0
139365,150234,1,1,0
139367,150235,0,0,0
139369,150236,1,1,0
139371,150237,1,1,1
139383,150244,0,0,0
139385,150246,0,0,0
139386,150247,1,0,0
139391,150251,0,0,0
139396,150256,0,0,0
139398,150258,0,0,0
139400,150260,0,0,0
139401,150261,0,0,0
139405,150265,0,0,0
139408,150266,1,0,0
139410,150267,0,0,0
139411,150268,0,1,1
139413,150269,0,0,0
139415,150271,0,0,0
139416,150271,0,0,0
139417,150272,0,0,0
139418,150273,1,0,3
139423,150273,1,1,1
139427,150276,0,0,0
139430,150276,0,0,0
139434,150280,0,1,0
139436,150281,0,0,0
139443,150285,1,1,0
139444,150286,0,0,0
139445,150287,0,0,0
139447,150288,1,1,1
139452,150290,1,1,2
139454,150291,0,0,0
139457,150292,1,1,0
139461,150294,1,1,1
139462,150294,1,0,2
139465,150294,1,1,1
139466,150295,0,0,1
139472,150299,0,0,2
139476,150302,0,0,0
139478,150303,1,0,1
139483,150307,1,1,1
139484,150307,1,3,0
139485,150307,0,0,0
139489,150310,0,0,0
139495,150312,1,0,0
139496,150312,1,0,1
139497,150313,1,1,0
139501,150316,0,0,0
139502,150317,0,0,0
139503,150318,0,0,0
139504,150319,0,2,0
139505,150319,1,1,0
139508,150320,0,0,0
139512,150321,1,1,1
139517,150323,0,0,1
139522,150324,0,0,0
139527,150328,0,0,1
139530,150329,0,0,0
139532,150330,1,1,0
139534,150331,0,0,0
139535,150332,0,0,0
139539,150335,0,0,0
139542,150338,0,0,0
139545,150340,0,0,0
139551,150345,0,0,0
139557,150347,1,0,2
139562,150350,0,0,0
139565,150352,1,1,1
139567,150353,0,0,0
139572,150355,0,0,0
139578,150358,0,0,0
139580,150360,0,0,0
139581,150361,0,0,0
139582,150361,0,0,0
139583,150362,0,0,0
139586,150365,0,0,0
139588,150366,1,0,1
139593,150366,1,0,1
139594,150366,0,1,1
139597,150369,0,0,0
139598,150370,0,0,0
139601,150372,0,0,0
139603,150373,1,2,0
139605,150374,0,0,0
139606,150374,1,0,1
139607,150375,0,0,0
139609,150377,0,0,0
139615,150380,1,0,0
139623,150385,0,0,0
139624,150386,1,1,0
139626,150386,1,1,0
139627,150387,1,0,1
139628,150387,1,2,0
139632,150389,1,1,0
139636,150391,0,0,1
139639,150393,0,0,0
139640,150394,0,0,0
139644,150397,0,0,0
139648,150400,0,0,0
139649,150401,0,0,0
139650,150402,0,3,0
139655,150405,0,0,0
139659,150407,0,0,0
139662,150410,0,2,3
139663,150410,0,1,1
139664,150410,0,1,0
139666,150412,1,0,0
139671,150415,1,1,0
139673,150415,1,1,0
139677,150417,1,1,1
139678,150417,1,0,1
139682,150418,0,0,0
139685,150420,1,1,0
139686,150421,0,0,0
139688,150423,0,0,0
139689,150424,0,0,0
139694,150429,1,0,1
139698,150432,0,0,0
139700,150434,1,0,3
139703,150434,0,1,1
139705,150435,0,0,0
139707,150437,0,1,0
139710,150439,0,1,1
139715,150441,0,0,2
139716,150442,0,0,0
139720,150445,0,0,0
139724,150448,0,0,0
139725,150449,1,2,1
139727,150449,0,1,1
139728,150449,1,2,1
139729,150449,1,0,1
139730,150449,1,1,1
139731,150449,1,1,3
139736,150453,0,1,0
139744,150456,0,0,0
139747,150459,0,0,0
139748,150460,1,1,0
139752,150462,0,1,1
139760,150466,0,0,0
139761,150467,0,0,0
139763,150468,0,1,2
139766,150469,1,2,1
139767,150469,1,0,0
139768,150469,1,1,0
139772,150471,0,0,0
139775,150473,0,0,0
139776,150474,0,2,0
139779,150476,1,0,1
139781,150477,0,0,2
139783,150478,0,0,0
139785,150479,0,0,0
139786,150480,0,0,0
139789,150481,1,0,1
139792,150483,0,0,0
139795,150484,1,0,0
139798,150485,0,1,1
139803,150485,0,1,1
139804,150485,0,2,0
139805,150485,0,1,0
139806,150485,1,1,0
139811,150486,0,0,0
139814,150488,0,0,1
139821,150490,1,1,0
139832,150496,0,1,0
139835,150496,1,0,2
139845,150504,0,0,0
139846,150505,0,0,0
139847,150506,0,0,0
139848,150507,1,0,0
139849,150507,1,1,0
139851,150508,0,0,0
139852,150509,0,0,0
139856,150510,0,0,0
139858,150511,0,1,0
139861,150514,0,0,0
139862,150515,1,0,0
139864,150516,0,0,0
139865,150517,0,2,0
139866,150517,1,1,0
139868,150519,0,0,1
139872,150522,0,0,0
139877,150524,1,1,0
139882,150526,0,0,2
139887,150529,0,0,0
139894,150533,0,2,0
139896,150535,1,1,0
139898,150536,0,0,0
139899,150537,1,2,0
139906,150542,1,0,3
139907,150543,0,2,0
139910,150543,1,0,0
139912,150544,1,1,0
139914,150545,0,0,0
139916,150547,1,0,0
139919,150548,0,0,0
139933,150555,0,0,0
139937,150557,0,0,1
139939,150558,0,0,0
139947,150562,0,0,0
139948,150563,1,1,0
139951,150563,1,0,0
139952,150564,0,0,0
139959,150570,0,0,0
139962,150571,1,0,2
139965,150574,0,0,0
139974,150576,0,0,1
139981,150580,0,0,0
139983,150582,0,0,0
139985,150582,0,0,0
139990,150586,0,0,0
139991,150587,1,1,0
139992,150587,0,0,1
139993,150587,1,1,0
139995,150589,0,0,0
139999,150591,1,0,1
140002,150592,1,2,0
140007,150595,0,0,2
140008,150595,1,1,0
140011,150597,0,0,0
140012,150598,0,0,0
140013,150599,0,0,0
140015,150601,0,0,0
140017,150603,0,1,1
140021,150606,0,0,0
140023,150607,1,0,0
140027,150609,1,2,0
140028,150610,0,0,0
140030,150612,0,1,0
140032,150613,0,0,0
140033,150614,0,0,0
140035,150615,1,1,0
140039,150616,0,0,0
140041,150617,0,0,2
140042,150617,0,1,0
140045,150617,0,0,1
140055,150622,0,0,0
140057,150624,0,0,0
140059,150626,0,0,0
140060,150626,0,0,0
140066,150632,0,0,0
140069,150632,0,0,0
140073,150635,0,0,0
140078,150637,1,1,0
140086,150639,1,1,2
140088,150639,1,1,2
140090,150641,0,0,0
140093,150642,1,0,1
140098,150644,1,1,0
140102,150645,0,0,0
140105,150647,0,1,0
140110,150651,0,0,0
140112,150652,0,0,1
140113,150653,0,0,0
140114,150653,0,0,0
140115,150654,0,0,0
140118,150656,0,1,1
140120,150656,1,2,0
140122,150656,1,1,0
140133,150663,1,0,3
140134,150664,1,0,1
140135,150664,1,1,0
140137,150665,0,0,0
140138,150666,1,0,0
140142,150667,1,1,1
140143,150668,1,0,1
140146,150668,0,1,0
140147,150668,1,0,1
140150,150669,0,0,0
140152,150670,0,0,1
140156,150671,1,0,0
140157,150671,1,0,1
140165,150678,1,0,0
140166,150678,0,0,0
140171,150681,0,0,1
140172,150681,1,0,0
140173,150682,0,0,0
140174,150683,0,0,0
140175,150684,1,0,2
140185,150687,0,0,0
140188,150690,0,0,0
140191,150692,1,0,2
140193,150693,0,1,0
140198,150695,1,1,0
140199,150695,0,0,0
140211,150702,0,0,0
140213,150702,0,0,0
140215,150703,0,0,0
140218,150705,0,1,1
140225,150708,0,1,0
140231,150710,1,1,0
140233,150710,1,0,0
140235,150710,0,1,3
140238,150712,0,0,0
140247,150717,0,0,0
140255,150722,1,1,1
140258,150724,1,1,0
140267,150728,0,0,0
140269,150728,0,0,0
140270,150729,0,0,0
140275,150732,0,0,0
140284,150738,0,0,0
140285,150739,1,0,0
140296,150745,1,1,0
140297,150745,0,0,0
140300,150746,0,0,1
140303,150746,1,1,0
140304,150747,0,0,0
140310,150751,0,0,0
140313,150753,1,2,0
140315,150753,1,3,4
140318,150754,1,0,4
140321,150754,1,2,0
140324,150756,0,0,0
140327,150758,1,0,0
140328,150759,0,0,0
140331,150760,1,2,0
140334,150761,1,0,0
140335,150762,1,0,0
140340,150763,0,0,0
140346,150768,1,2,0
140349,150770,1,0,1
140351,150770,1,1,0
140352,150771,0,0,0
140353,150772,0,0,0
140361,150774,1,0,0
140363,150774,0,1,0
140367,150775,0,0,0
140368,150775,0,0,0
140369,150776,0,0,0
140374,150778,0,0,0
140379,150780,0,0,0
140381,150782,0,0,0
140383,150784,0,0,0
140386,150787,0,0,0
140389,150788,1,0,1
140394,150790,0,2,0
140396,150791,0,0,0
140399,150793,0,0,1
140400,150793,1,1,0
140402,150795,1,0,0
140405,150797,0,0,0
140407,150799,0,0,0
140408,150800,0,0,0
140411,150802,1,1,0
140412,150802,1,2,0
140413,150802,0,1,1
140420,150805,1,0,2
140422,150806,0,0,0
140424,150807,1,0,2
140425,150808,0,0,0
140426,150809,0,0,0
140429,150812,1,1,0
140431,150813,1,0,2
140433,150814,1,1,0
140434,150814,0,1,0
140435,150814,0,1,0
140437,150815,1,0,1
140440,150816,0,0,0
140442,150818,0,0,0
140446,150822,1,0,1
140448,150822,0,1,0
140450,150823,1,1,0
140452,150824,0,2,0
140453,150825,1,2,1
140454,150825,0,0,1
140457,150828,0,0,0
140463,150833,0,0,0
140466,150836,0,0,0
140467,150836,1,0,0
140468,150837,0,0,0
140469,150838,0,0,0
140470,150839,0,0,0
140474,150841,0,0,0
140475,150841,0,0,0
140478,150842,0,1,0
140484,150847,0,0,0
140489,150848,1,0,1
140495,150852,1,1,0
140498,150854,1,0,0
140511,150861,1,1,0
140512,150861,0,0,0
140514,150862,1,0,1
140518,150866,0,0,0
140520,150868,0,0,0
140524,150870,0,0,0
140525,150871,0,0,0
140528,150873,1,0,2
140533,150876,0,2,0
140535,150877,0,0,0
140540,150880,0,0,0
140543,150882,1,0,1
140544,150882,1,1,0
140549,150886,0,1,2
140551,150887,0,0,0
140557,150889,0,0,0
140565,150891,1,0,2
140573,150895,1,1,0
140574,150895,1,0,0
140577,150897,0,0,0
140589,150903,0,0,0
140591,150904,1,1,1
140592,150905,0,0,0
140593,150906,1,1,2
140595,150906,0,2,1
140596,150907,0,0,0
140602,150910,1,1,0
140603,150910,0,2,0
140604,150911,0,1,0
140605,150911,1,0,0
140606,150912,1,2,0
140608,150912,0,0,3
140609,150913,0,0,0
140610,150914,0,0,0
140612,150915,0,0,1
140615,150917,1,0,0
140620,150920,0,0,0
140625,150923,0,1,1
140628,150926,0,1,0
140634,150927,0,0,0
140636,150928,0,0,0
140638,150930,0,0,0
140645,150934,0,0,0
140649,150936,0,2,1
140650,150936,0,1,0
140651,150936,1,0,1
140654,150938,0,1,0
140664,150942,1,0,1
140672,150946,1,2,0
140677,150949,0,0,0
140680,150952,0,0,0
140681,150953,0,0,0
140684,150954,0,0,0
140687,150956,0,0,0
140691,150959,0,0,0
140692,150960,1,0,0
140693,150960,1,0,1
140696,150962,0,0,0
140697,150962,0,0,1
140699,150963,0,0,0
140703,150963,0,1,0
140705,150965,0,0,0
140710,150967,1,1,0
140712,150969,0,1,2
140714,150969,0,0,2
140715,150969,1,0,1
140716,150970,0,0,0
140717,150971,0,0,1
140718,150971,0,0,0
140719,150971,1,0,0
140722,150974,0,0,0
140724,150976,0,0,0
140727,150977,0,0,0
140729,150977,0,0,0
140740,150984,0,1,0
140742,150985,0,0,0
140743,150986,0,0,0
140749,150990,1,0,0
140758,150995,1,1,0
140760,150996,1,0,1
140762,150997,0,0,0
140764,150998,1,0,2
140767,150998,0,1,2
140768,150999,0,0,0
140769,150999,1,1,1
140771,150999,1,1,0
140773,150999,1,1,0
140776,150999,1,3,0
140778,151000,0,0,0
140791,151007,1,0,0
140794,151010,0,0,0
140797,151011,0,0,2
140802,151014,0,0,0
140803,151015,0,0,0
140804,151016,0,0,0
140805,151017,0,1,1
140808,151018,1,0,0
140809,151019,0,0,0
140810,151020,0,0,0
140811,151021,1,1,0
140815,151024,1,0,1
140819,151025,0,0,0
140822,151025,1,0,1
140823,151026,0,0,0
140829,151030,1,1,0
140832,151031,1,1,0
140833,151032,0,1,1
140835,151033,0,0,0
140836,151034,0,0,0
140837,151035,0,0,0
140840,151038,1,1,0
140842,151039,0,0,0
140844,151040,0,1,0
140847,151042,0,0,0
140849,151043,0,0,0
140850,151044,0,0,0
140852,151046,0,0,0
140854,151047,0,0,0
140855,151048,0,0,0
140856,151049,0,0,0
140859,151051,0,0,0
140861,151053,0,0,0
140862,151054,1,1,0
140863,151054,1,0,1
140867,151056,1,0,1
140870,151058,0,1,3
140874,151059,0,0,0
140878,151060,1,1,0
140879,151061,1,1,1
140880,151061,1,0,1
140886,151066,1,1,1
140887,151066,1,2,1
140890,151069,0,0,0
140893,151070,0,0,1
140897,151072,0,0,0
140900,151075,0,0,0
140905,151078,0,0,0
140906,151079,1,0,2
140909,151081,1,1,0
140911,151082,0,0,0
140914,151083,0,0,0
140915,151084,0,0,0
140925,151088,1,1,3
140926,151088,0,2,2
140929,151089,0,0,0
140932,151091,0,0,0
140934,151091,1,2,0
140935,151091,0,0,1
140937,151093,0,0,0
140938,151094,0,0,0
140943,151096,0,1,1
140944,151097,0,0,0
140945,151098,0,0,0
140949,151101,0,0,0
140950,151101,0,0,0
140952,151102,1,0,1
140963,151109,0,1,0
140966,151110,0,0,0
140967,151111,1,0,1
140970,151112,0,0,0
140972,151113,0,0,0
140974,151115,0,0,0
140978,151117,0,0,0
140983,151120,0,0,0
140984,151121,0,0,0
140985,151122,0,0,0
140986,151123,0,0,0
140987,151124,0,0,0
140988,151125,0,1,0
140991,151126,1,0,1
140993,151128,0,0,0
140994,151129,0,0,0
140995,151130,1,1,0
140996,151130,1,1,2
140997,151131,1,1,0
140999,151131,1,0,0
141010,151138,0,0,0
141011,151139,0,0,0
141012,151139,0,0,0
141017,151143,0,0,0
141020,151145,0,1,0
141024,151147,1,0,0
141028,151147,1,0,1
141030,151148,1,0,0
141031,151149,1,1,0
141036,151152,1,0,1
141040,151152,0,0,0
141042,151152,1,0,0
141044,151153,0,0,0
141050,151154,1,1,0
141051,151155,0,0,0
141055,151158,1,1,0
141060,151161,0,0,0
141062,151162,0,0,0
141063,151163,0,0,0
141065,151164,1,0,2
141066,151165,0,0,0
141072,151168,1,1,0
141074,151168,0,1,0
141076,151168,1,1,2
141078,151169,1,0,1
141079,151170,0,0,0
141080,151171,0,0,4
141083,151171,0,1,2
141084,151171,0,0,1
141087,151174,0,0,0
141090,151176,0,0,1
141092,151176,1,0,0
141093,151177,1,0,1
141094,151177,0,0,1
141097,151179,0,0,0
141102,151183,0,0,0
141103,151184,0,0,0
141106,151186,1,0,2
141107,151186,1,2,0
141108,151187,0,0,0
141109,151188,0,0,0
141115,151192,1,1,0
141116,151192,1,1,0
141117,151192,0,1,0
141119,151192,0,1,0
141121,151194,0,0,0
141125,151195,0,0,0
141126,151196,1,1,0
141127,151196,1,1,0
141129,151197,0,0,1
141144,151210,0,0,0
141145,151210,0,0,0
141147,151212,0,0,0
141148,151213,0,0,0
141150,151214,1,0,1
141151,151214,1,1,0
141152,151215,0,0,0
141153,151216,0,0,0
141158,151219,0,0,0
141161,151221,1,1,3
141173,151227,0,0,0
141180,151230,0,0,0
141182,151232,0,0,0
141185,151233,1,0,1
141188,151233,1,0,1
141192,151233,0,1,2
141194,151233,1,0,1
141199,151235,0,0,0
141209,151240,0,0,0
141211,151241,0,0,0
141212,151242,0,0,0
141214,151244,0,2,0
141216,151245,0,1,0
141219,151246,0,0,2
141223,151248,1,1,0
141224,151249,0,0,0
141226,151250,1,0,1
141229,151250,1,1,0
141230,151251,0,0,0
141232,151252,1,2,0
141236,151253,0,1,1
141239,151254,1,1,1
141241,151254,0,1,0
141244,151256,1,1,1
141246,151256,1,1,0
141248,151258,0,0,0
141250,151259,0,0,0
141256,151263,0,1,0
141257,151264,0,0,0
141258,151264,1,0,1
141265,151268,1,0,1
141267,151269,0,0,0
141268,151270,0,0,0
141271,151273,0,0,2
141274,151275,0,0,0
141276,151276,0,0,0
141280,151279,0,0,0
141282,151281,0,0,0
141284,151282,0,0,1
141285,151282,1,2,1
141287,151282,1,0,1
141291,151285,0,0,0
141293,151286,0,0,0
141297,151288,1,1,1
141298,151289,0,0,0
141300,151291,0,0,0
